Profile,Loan_Type,Credit_Score,Repayment_History,Business_Age,Revenue_Turnover,Profitability,Financial_Documents,GST_Compliance,Property_Security,OD_Requirement,Digital_Transactions,Eway_Bill_Volume,Tax_Status,Corporate_Authorization,Annual_Credits,Monthly_Average_Balance,Account_Utilization,Account_Age,FD_Security,Renewal_History,Debt_Burden,Credit_Engine_Score,Business_Engine_Score,Loan_Engine_Score,Risk_Penalty,Final_Score,Loan_Status,Promoter_Contribution,Project_Report,Project_Profitability,Break_Even,Supplier_Verification,Projected_Cashflow,DSCR,Debt_Equity,Asset_Life,Asset_Coverage,Regulatory_Approval,Previous_Term_Loan_History,Collateral_Value,Plant_Machinery_Investment,MSME_Category,Address_Verification,Industry_Risk,Supplier_History,Entity_KYC,Promoter_Age,Business_Registration,Udyam_Registration,CGTMSE_Eligibility,ITR_Filing,GST_Turnover,Banking_Transactions,Current_Ratio,Raw_Material_Holding,Inventory_Cycle,Debtor_Collection,Creditor_Payment,Working_Capital_Gap,Customer_Concentration,Current_Account_Vintage,Cheque_Bounce_History,Collateral,Promoter_Experience,Commercial_CIBIL,Existing_WC_Loans
1,10,3,2,0,1,1,1,0,,,,,,,,,,,,,,86.67,21.67,35.0,-40,49.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0
1,20,0,0,2,0,0,2,2,,,,,,,,,,,,,,0.0,33.33,26.67,-105,19.33,0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2,2,2,0,0,1,1,,,,,,,,,,,,,,66.67,23.33,73.33,-20,56.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0
3,40,1,2,3,2,2,3,3,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,28.33,83.33,46.67,-10,51.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,40,1,1,0,1,0,1,2,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,23.33,23.33,-40,22.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,2,2,1,3,3,1,1,,,,,,,,,,,,,,58.33,66.67,61.67,0,62.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
0,40,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.33,18.33,-150,8.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,2,2,1,1,1,0,1,,,,,,,,,,,,,,80.0,28.33,66.67,-20,59.83,1,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,
4,40,1,1,2,3,3,3,3,3.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,20.0,93.33,61.67,-10,56.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,1,2,2,1,0,2,3,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,41.67,46.67,43.33,-10,43.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,0,0,2,0,1,3,3,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,51.67,28.33,-75,25.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,0,0,0,2,2,0,0,,,,,,,,,,,,,,0.0,33.33,40.0,-125,24.0,0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,2,2,3,2,2,3,3,,,,,,,,,,,,,,80.0,83.33,95.0,0,86.25,2,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,
4,10,2,2,2,3,3,2,3,,,,,,,,,,,,,,66.67,88.33,56.67,0,69.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0
1,30,1,1,0,2,2,0,0,,,,,,,,,,,,,,33.33,33.33,20.0,-60,28.66,0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,
4,20,1,0,2,0,1,2,2,,,,,,,,,,,,,,25.0,41.67,45.0,-35,37.0,0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,2,2,0,2,3,1,1,2.0,3.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,66.67,51.67,60.0,-10,59.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,0,0,1,1,0,2,3,,,,,,,,,,,,,,0.0,40.0,23.33,-95,20.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,3,2,3,3,3,3,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,91.67,95.0,96.67,0,94.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,2,2,2,2,2,2,3,,,,,,,,,,,,,,66.67,71.67,61.67,0,66.42,1,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,1,0,0,2,3,0,0,,,,,,,,,,,,,,11.67,41.67,23.33,-100,24.75,0,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,
7,30,3,3,3,3,3,3,2,,,,,,,,,,,,,,100.0,95.0,76.67,0,90.33,2,,,,,,,,,,,,,,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,
1,30,2,2,0,1,1,0,1,,,,,,,,,,,,,,53.33,21.67,26.67,-40,34.5,0,,,,,,,,,,,,,,0.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,
7,20,2,2,3,2,2,3,2,,,,,,,,,,,,,,66.67,78.33,93.33,0,79.5,1,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,1,1,2,2,2,1,1,,,,,,,,,,,,,,46.67,56.67,40.0,-10,47.34,0,,,,,,,,,,,,,,2.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,
3,10,1,0,3,1,0,2,3,,,,,,,,,,,,,,20.0,53.33,51.67,-50,41.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0
7,30,3,3,3,3,2,3,2,,,,,,,,,,,,,,100.0,86.67,86.67,0,91.34,2,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,
6,20,2,2,2,2,1,1,1,,,,,,,,,,,,,,66.67,48.33,75.0,0,64.08,0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,3,3,2,2,2,2,2,0.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,86.67,66.67,88.33,0,81.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,3,3,3,3,2,2,2,,,,,,,,,,,,,,100.0,81.67,80.0,0,87.5,2,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,0,0,1,0,0,0,0,,,,,,,,,,,,,,0.0,6.67,26.67,-145,11.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0
7,20,3,3,3,2,1,3,2,,,,,,,,,,,,,,100.0,70.0,80.0,0,84.0,2,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,0,0,0,0,0,1,2,,,,,,,,,,,,,,0.0,15.0,41.67,-120,19.08,0,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,
5,40,3,3,3,1,1,3,2,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,100.0,61.67,48.33,0,70.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,3,2,3,2,2,3,3,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,91.67,83.33,83.33,0,86.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,1,1,1,1,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,46.67,46.67,36.67,0,43.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,1,1,3,3,3,3,2,,,,,,,,,,,,,,38.33,95.0,80.0,0,69.92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0
3,10,2,2,3,1,1,2,1,,,,,,,,,,,,,,75.0,51.67,65.0,0,64.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0
4,10,2,2,1,1,0,1,0,,,,,,,,,,,,,,71.67,20.0,70.0,-30,55.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0
6,20,2,2,3,3,2,3,3,,,,,,,,,,,,,,66.67,91.67,91.67,0,82.92,2,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,2,1,2,2,1,0,,,,,,,,,,,,,,71.67,45.0,53.33,-20,57.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0
1,20,1,0,1,0,0,2,2,,,,,,,,,,,,,,25.0,26.67,23.33,-80,24.92,0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,2,1,2,3,3,2,2,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,58.33,83.33,88.33,0,76.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,3,3,2,2,3,3,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,100.0,85.0,70.0,0,85.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,3,3,3,2,1,3,3,,,,,,,,,,,,,,100.0,75.0,95.0,0,90.75,2,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,
3,40,1,1,3,3,3,3,3,2.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,20.0,100.0,75.0,-10,63.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,2,2,0,0,1,0,0,,,,,,,,,,,,,,58.33,8.33,21.67,-70,30.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
1,30,0,0,0,1,2,0,0,,,,,,,,,,,,,,0.0,25.0,16.67,-150,13.33,0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
3,30,1,1,0,2,1,1,0,,,,,,,,,,,,,,33.33,30.0,13.33,-50,25.33,0,,,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2,40,3,3,0,1,1,0,0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,86.67,16.67,16.67,-75,41.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,3,3,2,3,2,2,2,1.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,100.0,75.0,90.0,0,89.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,3,3,2,3,3,2,2,,,,,,,,,,,,,,100.0,83.33,80.0,0,88.0,2,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,
2,30,2,2,2,1,0,1,1,,,,,,,,,,,,,,53.33,31.67,55.0,-10,47.42,0,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
3,10,1,1,2,0,1,3,3,,,,,,,,,,,,,,33.33,51.67,46.67,-20,43.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0
3,30,3,3,2,2,2,2,2,,,,,,,,,,,,,,100.0,66.67,68.33,0,78.92,2,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,
9,40,3,3,2,1,0,2,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,100.0,46.67,43.33,-40,64.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,40,2,3,3,3,3,3,3,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,75.0,100.0,76.67,0,83.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,1,0,2,2,3,3,2,,,,,,,,,,,,,,11.67,80.0,51.67,-25,46.17,0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,2,1,2,2,2,2,2,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,45.0,66.67,75.0,0,62.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,2,1,0,2,1,0,0,,,,,,,,,,,,,,58.33,25.0,30.0,-70,38.42,0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,
6,40,2,1,1,3,2,1,0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,58.33,53.33,85.0,-20,66.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,2,3,1,2,2,0,1,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,61.67,45.0,40.0,-20,49.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,2,2,3,3,2,2,3,,,,,,,,,,,,,,66.67,86.67,76.67,0,76.17,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,1,0,0,2,2,1,2,,,,,,,,,,,,,,28.33,48.33,50.0,-50,41.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0
6,30,1,1,3,2,1,3,3,,,,,,,,,,,,,,20.0,75.0,81.67,-15,58.08,1,,,,,,,,,,,,,,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,,,,,,,,,,,,,
3,30,1,1,1,2,2,0,0,,,,,,,,,,,,,,33.33,40.0,41.67,-50,38.25,0,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,
3,20,2,1,1,2,1,1,1,,,,,,,,,,,,,,58.33,41.67,55.0,-10,52.17,0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,2,1,0,2,3,0,1,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,45.0,46.67,58.33,-30,50.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,2,2,1,3,3,0,1,,,,,,,,,,,,,,53.33,61.67,71.67,-20,62.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,13.33,0.0,13.33,-145,9.33,0,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,
0,10,1,1,0,1,0,1,2,,,,,,,,,,,,,,28.33,23.33,16.67,-45,22.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
5,10,2,3,3,2,3,3,2,,,,,,,,,,,,,,80.0,86.67,85.0,0,83.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
5,30,2,2,1,2,2,0,0,,,,,,,,,,,,,,53.33,40.0,36.67,-60,43.5,0,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,
3,10,3,3,1,1,1,1,2,,,,,,,,,,,,,,100.0,38.33,50.0,0,64.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0
7,20,3,2,2,3,3,2,1,,,,,,,,,,,,,,78.33,78.33,81.67,0,79.5,1,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2,2,1,2,3,1,2,,,,,,,,,,,,,,66.67,63.33,53.33,-10,61.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
1,30,2,2,2,0,1,2,3,,,,,,,,,,,,,,80.0,46.67,71.67,-10,67.09,1,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,
3,20,1,0,1,2,2,1,1,,,,,,,,,,,,,,25.0,50.0,45.0,-35,39.5,0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,3,3,1,1,1,1,1,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,100.0,33.33,56.67,-10,64.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,1,1,0,0,0,0,0,,,,,,,,,,,,,,33.33,0.0,8.33,-100,14.58,0,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
8,10,3,3,3,3,3,3,2,,,,,,,,,,,,,,100.0,95.0,98.33,0,97.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
4,20,1,1,2,3,2,1,0,,,,,,,,,,,,,,20.0,60.0,71.67,-20,50.08,0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,1,1,3,3,3,3,3,,,,,,,,,,,,,,20.0,100.0,81.67,0,65.58,1,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,0,0,1,2,2,0,0,,,,,,,,,,,,,,0.0,40.0,31.67,-110,23.08,0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,2,2,3,3,2,2,3,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,66.67,86.67,91.67,0,81.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,2,1,0,2,2,1,0,,,,,,,,,,,,,,58.33,38.33,31.67,-40,43.0,0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,2,2,1,0,0,0,1,,,,,,,,,,,,,,66.67,11.67,31.67,-50,37.92,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,3,3,2,0,1,2,3,2.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,100.0,46.67,33.33,-40,60.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,2,1,3,3,3,3,2,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,58.33,95.0,95.0,0,82.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,1,0,2,1,1,2,2,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,25.0,50.0,18.33,-65,30.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,2,2,2,2,1,2,2,,,,,,,,,,,,,,66.67,58.33,80.0,0,68.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0
2,10,0,0,1,1,2,0,0,,,,,,,,,,,,,,0.0,31.67,33.33,-125,21.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0
4,10,2,1,0,2,2,1,1,,,,,,,,,,,,,,40.0,43.33,46.67,-25,43.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
5,40,2,1,2,3,3,2,1,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,58.33,78.33,88.33,0,74.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,3,3,3,2,2,3,3,,,,,,,,,,,,,,100.0,83.33,78.33,0,87.41,2,,,,,,,,,,,,,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,
3,10,1,1,2,3,3,1,1,,,,,,,,,,,,,,20.0,73.33,38.33,-30,42.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
1,40,3,3,0,0,0,1,1,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,100.0,10.0,36.67,-30,50.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,0,0,0,2,2,0,0,,,,,,,,,,,,,,0.0,33.33,41.67,-115,24.58,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,3,3,2,2,1,3,3,,,,,,,,,,,,,,100.0,68.33,56.67,0,75.33,1,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,3,3,2,3,2,2,2,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,100.0,75.0,85.0,0,87.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30,3,2,1,2,2,2,3,,,,,,,,,,,,,,91.67,65.0,81.67,0,80.17,2,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,
3,10,1,0,3,2,1,3,3,,,,,,,,,,,,,,11.67,75.0,46.67,-55,42.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0
3,30,2,2,2,1,1,2,2,,,,,,,,,,,,,,53.33,50.0,65.0,0,56.42,1,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,
